"obs" "id" "time" "Strawberry" "Blueberry" "Pina Colada" "Plain" "Mixed Berry" "Price" "Outside Good Price" "v1" "v2" "v3" "v4" "v5"
    2   2100081    9678  0.0  0.0  0.0  0.0  1.0 58.96 100.0  4  5  0  0  0
    3   2100081    9697  0.0  0.0  0.0  0.0  1.0 58.96 100.0  4  5  0  0  0
    4   2100081    9825  0.0  0.0  0.0  0.0  1.0 65.04 100.0  4  5  0  0  0
    5   2100081    9999  0.0  0.0  0.0  0.0  1.0 65.04 100.0  4  5  0  0  0
    6   2100081   10015  1.0  0.0  1.0  0.0  1.0 48.96 100.0  4  5  0  0  0
    7   2100081   10029  1.0  0.0  2.0  0.0  1.0 65.04 100.0  4  5  0  0  0
    8   2100081   10036  0.0  0.0  0.0  0.0  1.0 65.04 100.0  4  5  0  0  0
    9   2100081   10042  0.0  0.0  0.0  0.0  1.0 65.04 100.0  4  5  0  0  0
   10   2100081   10083  0.0  0.0  0.0  0.0  1.0 65.04 100.0  4  5  0  0  0
   11   2100081   10091  0.0  0.0  0.0  0.0  1.0 65.04 100.0  4  5  0  0  0
   12   2100081   10097  0.0  0.0  0.0  0.0  3.0 65.04 100.0  4  5  0  0  0
   13   2100081   10109  0.0  0.0  0.0  0.0  1.0 65.04 100.0  4  5  0  0  0
   14   2100081   10119  0.0  0.0  0.0  0.0  2.0 68.96 100.0  4  5  0  0  0
   15   2100081   10126  0.0  0.0  0.0  0.0  2.0 68.96 100.0  4  5  0  0  0
   16   2100081   10128  1.0  0.0  0.0  0.0  0.0 68.96 100.0  4  5  0  0  0
   17   2100081   10134  0.0  0.0  0.0  0.0  3.0 68.96 100.0  4  5  0  0  0
   18   2100081   10141  0.0  0.0  0.0  0.0  3.0 68.96 100.0  4  5  0  0  0
   19   2100081   10173  0.0  0.0  0.0  0.0  2.0 68.96 100.0  4  5  0  0  0
   20   2100081   10190  2.0  0.0  0.0  0.0  0.0 68.96 100.0  4  5  0  0  0
   21   2100081   10204  0.0  0.0  0.0  0.0  1.0 68.96 100.0  4  5  0  0  0
   22   2100081   10207  0.0  0.0  0.0  0.0  2.0 68.96 100.0  4  5  0  0  0
   23   2100081   10214  0.0  0.0  0.0  0.0  3.0 68.96 100.0  4  5  0  0  0
   24   2100081   10231  0.0  0.0  0.0  0.0  3.0 68.96 100.0  4  5  0  0  0
   25   2100081   10235  0.0  0.0  0.0  0.0  1.0 68.96 100.0  4  5  0  0  0
   26   2100081   10240  0.0  0.0  0.0  0.0  2.0 68.96 100.0  4  5  0  0  0
   27   2100081   10301  1.0  0.0  0.0  0.0  2.0 39.04 100.0  4  5  0  0  0
   28   2100081   10307  0.0  0.0  0.0  0.0  2.0 68.96 100.0  4  5  0  0  0
   29   2100081   10309  0.0  0.0  0.0  0.0  3.0 68.96 100.0  4  5  0  0  0
   30   2100081   10336  0.0  0.0  0.0  0.0  1.0 68.96 100.0  4  5  0  0  0
   31   2100081   10351  0.0  0.0  0.0  0.0  1.0 68.96 100.0  4  5  0  0  0
   32   2100081   10353  2.0  0.0  0.0  0.0  0.0 68.96 100.0  4  5  0  0  0
   33   2100081   10438  0.0  0.0  0.0  0.0  8.0 24.96 100.0  4  5  0  0  0
   34   2100081   10440  3.0  0.0  0.0  0.0  3.0 68.96 100.0  4  5  0  0  0
